"place","version","url","md5","published_md5","is_current","snapshot","size_bytes","recorded_at"
"Ile-de-France","latest","https://download.geofabrik.de/europe/france/ile-de-france-latest.osm.pbf","5552a109e930f353f8702a5ed8df3a76","b8058eb7c2c2d47d547fa40b0d25ba15",FALSE,"2026-08-21 16:36:30 UTC",336853825,"2026-08-25 15:04:30 UTC"
